date,round,group,home,away,home_goals,away_goals,extra_time,pk_home,pk_away,stadium,referee,notes
26/6/2014,Fase de grupos,G,Estados Unidos,Alemania,0,1,,,,Arena Pernambucano,Ravshan Irmatov,
26/6/2014,Fase de grupos,G,Portugal,Ghana,2,1,,,,Estadio Nacional Mane Garrincha,Nawaf Shukralla,
26/6/2014,Fase de grupos,H,Corea del Sur,Bélgica,0,1,,,,Arena de Sao Paulo,Ben Williams,
26/6/2014,Fase de grupos,H,Argelia,Rusia,1,1,,,,Arena de Baixada,Cuneyt Cakir,
28/6/2014,Octavos de final,,Brasil,Chile,1,1,y,3,2,Estadio Mineirao,Howard Webb,
28/6/2014,Octavos de final,,Colombia,Uruguay,2,0,,,,Maracana,Bjorn Kuipers,
29/6/2014,Octavos de final,,Holanda,México,2,1,,,,Estadio Castelao,Pedro Proenca,
29/6/2014,Octavos de final,,Costa Rica,Grecia,1,1,y,5,3,Arena Pernambucano,Ben Williams,
30/6/2014,Octavos de final,,Francia,Nigeria,2,0,,,,Estadio Nacional Mane Garrincha,Mark Geiger,
30/6/2014,Octavos de final,,Alemania,Argelia,2,1,y,,,Estadio Beira-Rio,Sandro Ricci,
1/7/2014,Octavos de final,,Argentina,Suiza,1,0,y,,,Arena de Sao Paulo,Jonas Eriksson,
1/7/2014,Octavos de final,,Bélgica,Estados Unidos,2,1,y,,,Arena Fonte Nova,Djamel Haimoudi,
4/7/2014,Cuartos de final,,Francia,Alemania,0,1,,,,Maracana,Nestor Pitana,
4/7/2014,Cuartos de final,,Brasil,Colombia,2,1,,,,Estadio Castelao,Carlos Velasco Carballo,
5/7/2014,Cuartos de final,,Argentina,Bélgica,1,0,,,,Estadio Nacional Mane Garrincha,Nicola Rizzoli,
5/7/2014,Cuartos de final,,Holanda,Costa Rica,0,0,y,4,3,Arena Fonte Nova,Ravshan Irmatov,
8/7/2014,Semifinal,,Brasil,Alemania,1,7,,,,Mineirao,Marco Rodriguez,
9/7/2014,Semifinal,,Holanda,Argentina,0,0,y,2,4,Arena do Sao Paulo,Cuneyt Cakir,
12/7/2014,Tercer puesto,,Brasil,Holanda,0,3,,,,Estadio Nacional Mane Garrincha,Djamel Haimoudi,
13/7/2014,Final,,Alemania,Argentina,1,0,y,,,Maracana,Nicola Rizzoli,
