date,round,group,home,away,home_goals,away_goals,extra_time,pk_home,pk_away,stadium,referee,notes
21/6/2006,Fase de grupos,C,Costa de Marfil,Serbia y Montenegro,3,2,,,,Allianz Arena,Marco Rodriguez,
21/6/2006,Fase de grupos,D,Portugal,México,2,1,,,,Veltins-Arena,Lubos Michel,
21/6/2006,Fase de grupos,D,Irán,Angola,1,1,,,,Zentralstadion,Mark Shield,
22/6/2006,Fase de grupos,E,República Checa,Italia,0,2,,,,AOL Arena,Benito Archundia,
22/6/2006,Fase de grupos,E,Ghana,Estados Unidos,2,1,,,,Frankenstadion,Markus Merk,
22/6/2006,Fase de grupos,F,Japón,Brasil,1,4,,,,Signal Iduna Park,Eric Poulat,
22/6/2006,Fase de grupos,F,Croacia,Australia,2,2,,,,Gottlieb-Daimler-Stadion,Graham Poll,
23/6/2006,Fase de grupos,G,Togo,Francia,0,2,,,,RheinEnergieStadion,Jorge Larrionda,
23/6/2006,Fase de grupos,G,Suiza,Corea del Sur,2,0,,,,AWD-Arena,Horacio Elizondo,
23/6/2006,Fase de grupos,H,Arabia Saudita,España,0,1,,,,Fritz Walter Stadion,Coffi Codija,
23/6/2006,Fase de grupos,H,Ucrania,Túnez,1,0,,,,Olympiastadion,Carlos Amarilla,
24/6/2006,Octavos de final,,Alemania,Suecia,2,0,,,,Allianz Arena,Carlos Simon,
24/6/2006,Octavos de final,,Argentina,México,2,1,y,,,Zentralstadion,Massimo Busacca,
25/6/2006,Octavos de final,,Inglaterra,Ecuador,1,0,,,,Gottlieb-Daimler-Stadion,Frank De Bleeckere,
25/6/2006,Octavos de final,,Portugal,Holanda,1,0,,,,Frankenstadion,Valentin Ivanov,
26/6/2006,Octavos de final,,Italia,Australia,1,0,,,,Fritz Walter Stadion,Luis Medina Cantalejo,
26/6/2006,Octavos de final,,Suiza,Ucrania,0,0,y,0,3,RheinEnergieStadion,Benito Archundia,
27/6/2006,Octavos de final,,Brasil,Ghana,3,0,,,,Westfalenstadion,Lubos Michel,
27/6/2006,Octavos de final,,España,Francia,1,3,,,,AWD-Arena,Roberto Rosetti,
30/6/2006,Cuartos de final,,Alemania,Argentina,1,1,y,4,2,Olympiastadion,Lubos Michel,
30/6/2006,Cuartos de final,,Italia,Ucrania,3,0,,,,AOL Arena,Frank De Bleeckere,
1/7/2006,Cuartos de final,,Inglaterra,Portugal,0,0,y,1,3,Veltins-Arena, Horacio Elizondo,
1/7/2006,Cuartos de final,,Brasil,Francia,0,1,,,,Commerzbank-Arena,Luis Medina Cantalejo,
4/7/2006,Semifinal,,Alemania,Italia,0,2,y,,,Westfalenstadion,Benito Archundia,
5/7/2006,Semifinal,,Portugal,Francia,0,1,,,,Allianz Arena,Jorge Larrionda,
8/7/2006,Tercer puesto,,Alemania,Portugal,3,1,,,,Gottlieb-Daimler-Stadion,Toru Kamikawa,
9/7/2006,Final,,Italia,Francia,1,1,y,5,3,Olympiastadion,Horacio Elizondo,
